Utbildningsområde;SUN5 inriktning;SUN5 inriktning namn;Utbildningsnamn;Beslut;Diarienummer;Flera kommuner;Antal kommuner;Län;Kommun;YH-poäng;Studieform;Studietakt %;Typ av examen;SeQF nivå;Smalt yrkesområde;Utbildningsanordnare administrativ enhet;Huvudmannatyp;Sökta utbildningsomgångar;Beviljade utbildningsomgångar;Sökta platser per utbildningsomgång;Sökta platser totalt;Beviljade platser utbildningsomgång 1;Beviljade platser utbildningsomgång 2;Beviljade platser utbildningsomgång 3;Beviljade platser utbildningsomgång 4;Beviljade platser utbildningsomgång 5;Beviljade platser totalt
Samhällsbyggnad och byggteknik;582xa;Utbildningar till fastighetstekniker;Drift- och fastighetstekniker;Avslag;MYH 2024/4073;Ja;6;Flera kommuner;Flera kommuner;400;Distans;100;Yrkeshögskoleexamen;5;Nej;John Ericsson Institutet;Privat;3;0;35;105;0;0;0;0;0;0
Samhällsbyggnad och byggteknik;582xa;Utbildningar till fastighetstekniker;Drifttekniker;Avslag;MYH 2024/3088;Nej;1;Västernorrland;Sundsvall;400;Distans;100;Yrkeshögskoleexamen;5;Nej;JENSEN Education School AB;Privat;3;0;25;75;0;0;0;0;0;0
Samhällsbyggnad och byggteknik;582xa;Utbildningar till fastighetstekniker;Drifttekniker;Avslag;MYH 2024/3089;Nej;1;Skåne;Malmö;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;JENSEN Education School AB;Privat;3;0;32;96;0;0;0;0;0;0
Samhällsbyggnad och byggteknik;582xa;Utbildningar till fastighetstekniker;Drifttekniker;Avslag;MYH 2024/3090;Nej;1;Stockholm;Stockholm;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;JENSEN Education School AB;Privat;3;0;32;96;0;0;0;0;0;0
Samhällsbyggnad och byggteknik;582xa;Utbildningar till fastighetstekniker;Drifttekniker inom fastighet;Beviljad;MYH 2024/3645;Nej;1;Östergötland;Linköping;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;TUC Sweden AB - Yrkeshögskola;Privat;3;3;20;60;20;20;20;0;0;60
Samhällsbyggnad och byggteknik;582xa;Utbildningar till fastighetstekniker;Fastighetsförvaltare med teknisk inriktning;Beviljad;MYH 2024/3103;Nej;1;Västra Götaland;Göteborg;500;Bunden;100;Yrkeshögskoleexamen;5;Nej;Fastighetsakademin Sverige AB;Privat;4;3;35;140;35;35;35;0;0;105
Samhällsbyggnad och byggteknik;582xa;Utbildningar till fastighetstekniker;Fastighetstekniker;Beviljad;MYH 2024/3743;Nej;1;Stockholm;Stockholm;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;KYH AB Stockholm;Privat;5;3;35;175;35;35;35;0;0;105
Samhällsbyggnad och byggteknik;582xa;Utbildningar till fastighetstekniker;Fastighetstekniker;Avslag;MYH 2024/3725;Nej;1;Skåne;Malmö;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;KYH AB Malmö;Privat;3;0;32;96;0;0;0;0;0;0
Samhällsbyggnad och byggteknik;582xa;Utbildningar till fastighetstekniker;Fastighetstekniker;Avslag;MYH 2024/3739;Nej;1;Västra Götaland;Göteborg;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;KYH AB Göteborg;Privat;5;0;32;160;0;0;0;0;0;0
Samhällsbyggnad och byggteknik;582xb;Utbildningar till fastighetsingenjör;Energiingenjör inriktning fastighet;Avslag;MYH 2024/4038;Ja;2;Flera kommuner;Flera kommuner;400;Distans;100;Yrkeshögskoleexamen;5;Nej;Plushögskolan AB - Teknikhögskolan;Privat;3;0;30;90;0;0;0;0;0;0
Samhällsbyggnad och byggteknik;582xb;Utbildningar till fastighetsingenjör;Fastighets- & driftingenjör - miljö, hållbarhet, energieffektivisering;Avslag;MYH 2024/3741;Nej;1;Skåne;Hässleholm;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Hässleholms kommun, Yrkeshögskolan Syd;Kommun;3;0;20;60;0;0;0;0;0;0
Samhällsbyggnad och byggteknik;582xb;Utbildningar till fastighetsingenjör;Fastighetsingenjör;Avslag;MYH 2024/3107;Nej;1;Västra Götaland;Göteborg;415;Bunden;100;Yrkeshögskoleexamen;5;Nej;Fastighetsakademin Sverige AB;Privat;4;0;35;140;0;0;0;0;0;0
Samhällsbyggnad och byggteknik;582xb;Utbildningar till fastighetsingenjör;Fastighetsingenjör;Avslag;MYH 2024/3875;Nej;1;Västra Götaland;Göteborg;250;Distans;50;Yrkeshögskoleexamen;5;Nej;YH Akademin AB;Privat;3;0;25;75;0;0;0;0;0;0
Samhällsbyggnad och byggteknik;582xb;Utbildningar till fastighetsingenjör;Fastighetsingenjör;Avslag;MYH 2024/4197;Ja;2;Flera kommuner;Flera kommuner;400;Distans;100;Yrkeshögskoleexamen;5;Nej;InnovatoCare AB;Privat;3;0;35;105;0;0;0;0;0;0
Samhällsbyggnad och byggteknik;582xc;Utbildningar till fastighetsförvaltare;Fastighetsförvaltare;Beviljad;MYH 2024/3715;Nej;1;Västra Götaland;Göteborg;500;Bunden;100;Yrkeshögskoleexamen;5;Nej;Newton Kompetensutveckling AB;Privat;3;3;35;105;35;35;35;0;0;105
Samhällsbyggnad och byggteknik;582xc;Utbildningar till fastighetsförvaltare;Fastighetsförvaltare;Beviljad;MYH 2024/3823;Ja;2;Flera kommuner;Flera kommuner;500;Distans;100;Yrkeshögskoleexamen;5;Nej;Folkuniversitetet - Kursverksamheten vid Stockholms universitet;Privat;4;3;35;140;35;35;35;0;0;105
Samhällsbyggnad och byggteknik;582xc;Utbildningar till fastighetsförvaltare;Fastighetsförvaltare;Avslag;MYH 2024/3121;Nej;1;Västernorrland;Sundsvall;500;Distans;100;Yrkeshögskoleexamen;5;Nej;JENSEN Education School AB;Privat;3;0;30;90;0;0;0;0;0;0
Samhällsbyggnad och byggteknik;582xc;Utbildningar till fastighetsförvaltare;Fastighetsförvaltare;Avslag;MYH 2024/3122;Nej;1;Västra Götaland;Göteborg;500;Bunden;100;Yrkeshögskoleexamen;5;Nej;JENSEN Education School AB;Privat;3;0;35;105;0;0;0;0;0;0
Samhällsbyggnad och byggteknik;582xc;Utbildningar till fastighetsförvaltare;Fastighetsförvaltare;Avslag;MYH 2024/3123;Nej;1;Skåne;Malmö;500;Bunden;100;Yrkeshögskoleexamen;5;Nej;JENSEN Education School AB;Privat;3;0;35;105;0;0;0;0;0;0
Samhällsbyggnad och byggteknik;582xc;Utbildningar till fastighetsförvaltare;Fastighetsförvaltare;Avslag;MYH 2024/3124;Nej;1;Stockholm;Stockholm;500;Bunden;100;Yrkeshögskoleexamen;5;Nej;JENSEN Education School AB;Privat;3;0;35;105;0;0;0;0;0;0
Samhällsbyggnad och byggteknik;582xc;Utbildningar till fastighetsförvaltare;Fastighetsförvaltare;Avslag;MYH 2024/3664;Nej;1;Skåne;Malmö;500;Bunden;100;Yrkeshögskoleexamen;5;Nej;Newton Kompetensutveckling AB;Privat;3;0;35;105;0;0;0;0;0;0
Samhällsbyggnad och byggteknik;582xc;Utbildningar till fastighetsförvaltare;Fastighetsförvaltare;Avslag;MYH 2024/3716;Ja;2;Flera kommuner;Flera kommuner;500;Distans;100;Yrkeshögskoleexamen;5;Nej;KYH AB;Privat;5;0;35;175;0;0;0;0;0;0
Samhällsbyggnad och byggteknik;582xc;Utbildningar till fastighetsförvaltare;Fastighetsförvaltare;Avslag;MYH 2024/3788;Nej;1;Östergötland;Linköping;500;Distans;100;Yrkeshögskoleexamen;5;Nej;TUC Sweden AB - Yrkeshögskola;Privat;3;0;35;105;0;0;0;0;0;0
Samhällsbyggnad och byggteknik;582xc;Utbildningar till fastighetsförvaltare;Fastighetsförvaltare med digital kompetens;Beviljad;MYH 2024/4130;Nej;1;Stockholm;Stockholm;500;Distans;100;Yrkeshögskoleexamen;5;Nej;John Ericsson Institutet;Privat;3;3;35;105;35;35;35;0;0;105
Samhällsbyggnad och byggteknik;582xc;Utbildningar till fastighetsförvaltare;Fastighetsförvaltare med ekonomisk inriktning;Avslag;MYH 2024/3102;Nej;1;Västra Götaland;Göteborg;500;Bunden;100;Yrkeshögskoleexamen;5;Nej;Fastighetsakademin Sverige AB;Privat;4;0;35;140;0;0;0;0;0;0
Samhällsbyggnad och byggteknik;582xc;Utbildningar till fastighetsförvaltare;Fastighetsförvaltare med miljöinriktning;Avslag;MYH 2024/3888;Ja;2;Flera kommuner;Flera kommuner;500;Bunden;100;Yrkeshögskoleexamen;5;Nej;Newton Kompetensutveckling AB;Privat;3;0;35;105;0;0;0;0;0;0
Samhällsbyggnad och byggteknik;582xf;Utbildningar till Facility Manager;Facility Management;Beviljad;MYH 2024/3656;Nej;1;Västra Götaland;Göteborg;410;Bunden;100;Yrkeshögskoleexamen;5;Nej;Plushögskolan AB - Affärshögskolan;Privat;5;3;32;160;32;32;32;0;0;96
Samhällsbyggnad och byggteknik;582xf;Utbildningar till Facility Manager;Facility Manager;Avslag;MYH 2024/3292;Ja;2;Flera kommuner;Flera kommuner;400;Distans;100;Yrkeshögskoleexamen;5;Nej;IHM Business School AB Stockholm;Privat;3;0;35;105;0;0;0;0;0;0
Samhällsbyggnad och byggteknik;582xf;Utbildningar till Facility Manager;Facility Manager;Avslag;MYH 2024/4177;Ja;2;Flera kommuner;Flera kommuner;400;Distans;100;Yrkeshögskoleexamen;5;Nej;YH Akademin AB;Privat;3;0;30;90;0;0;0;0;0;0
Samhällsbyggnad och byggteknik;582xy;Övriga utbildningar byggnads- och anläggningsteknik;Digitaliseringledare inom bygg och anläggning;Beviljad;MYH 2024/3886;Nej;1;Stockholm;Nynäshamn;405;Distans;100;Yrkeshögskoleexamen;5;Nej;Campus Nynäshamn;Kommun;3;3;20;60;20;20;20;0;0;60
Samhällsbyggnad och byggteknik;582xy;Övriga utbildningar byggnads- och anläggningsteknik;Digitaliseringsutvecklare smarta hus;Avslag;MYH 2024/3559;Nej;1;Kalmar;Kalmar;300;Distans;100;Yrkeshögskoleexamen;5;Nej;Lernia Utbildning AB;Privat;5;0;35;175;0;0;0;0;0;0
Samhällsbyggnad och byggteknik;582xy;Övriga utbildningar byggnads- och anläggningsteknik;Energi- och hållbarhetsspecialist;Avslag;MYH 2024/3108;Nej;1;Västra Götaland;Göteborg;415;Bunden;100;Yrkeshögskoleexamen;5;Nej;Fastighetsakademin Sverige AB;Privat;3;0;35;105;0;0;0;0;0;0
Samhällsbyggnad och byggteknik;582xy;Övriga utbildningar byggnads- och anläggningsteknik;Energi- och miljöingenjör;Avslag;MYH 2024/3946;Nej;1;Stockholm;Botkyrka;400;Distans;100;Yrkeshögskoleexamen;5;Nej;Xenter Yrkeshögskola;Kommun;3;0;35;105;0;0;0;0;0;0
Samhällsbyggnad och byggteknik;582xy;Övriga utbildningar byggnads- och anläggningsteknik;Energiexpert;Avslag;MYH 2024/3945;Nej;1;Stockholm;Botkyrka;400;Distans;100;Yrkeshögskoleexamen;5;Nej;Xenter Yrkeshögskola;Kommun;3;0;35;105;0;0;0;0;0;0
Samhällsbyggnad och byggteknik;582xy;Övriga utbildningar byggnads- och anläggningsteknik;Energispecialist;Avslag;MYH 2024/2944;Nej;1;Stockholm;Stockholm;425;Distans;100;Yrkeshögskoleexamen;5;Nej;Hermods AB Stockholm;Privat;4;0;35;140;0;0;0;0;0;0
Samhällsbyggnad och byggteknik;582xy;Övriga utbildningar byggnads- och anläggningsteknik;Installationsingenjör solel, lagring och laddning;Avslag;MYH 2024/3600;Nej;1;Stockholm;Stockholm;320;Bunden;100;Yrkeshögskoleexamen;5;Nej;KYH AB Stockholm;Privat;5;0;35;175;0;0;0;0;0;0
Samhällsbyggnad och byggteknik;582xy;Övriga utbildningar byggnads- och anläggningsteknik;Optimering av hållbara energisystem med AI-stöd;Avslag;MYH 2024/4275;Nej;1;Stockholm;Stockholm;400;Distans;100;Yrkeshögskoleexamen;5;Nej;AVIC AB;Privat;4;0;26;104;0;0;0;0;0;0
Samhällsbyggnad och byggteknik;582xy;Övriga utbildningar byggnads- och anläggningsteknik;Projektledare tekniska installationer;Avslag;MYH 2024/3119;Nej;1;Västra Götaland;Göteborg;500;Bunden;100;Yrkeshögskoleexamen;5;Nej;Fastighetsakademin Sverige AB;Privat;4;0;35;140;0;0;0;0;0;0
Samhällsbyggnad och byggteknik;582xy;Övriga utbildningar byggnads- och anläggningsteknik;Yrke-Högskoleingenjör inom elkraft, bygg och vatten/avlopp;Avslag;MYH 2024/3245;Nej;1;Stockholm;Solna;999;Distans;100;Yrkeshögskoleexamen;5;Nej;Roula Mhanna;Privat;5;0;20;100;0;0;0;0;0;0
Säkerhetstjänster;851zy;Övriga utbildningar inom arbetsmiljö och arbetarskydd;Arbetsmiljöingenjör;Beviljad;MYH 2024/3261;Ja;4;Flera kommuner;Flera kommuner;400;Distans;100;Yrkeshögskoleexamen;5;Nej;Folkuniversitetet Kursverksamheten vid Göteborgs universitet;Privat;4;3;35;140;35;35;35;0;0;105
Säkerhetstjänster;851zy;Övriga utbildningar inom arbetsmiljö och arbetarskydd;Arbetsmiljöingenjör;Avslag;MYH 2024/4117;Nej;1;Västerbotten;Skellefteå;440;Distans;100;KvalificeradYrkeshögskoleexamen;6;Nej;TCC Sverige AB;Privat;4;0;35;140;0;0;0;0;0;0
Säkerhetstjänster;851zy;Övriga utbildningar inom arbetsmiljö och arbetarskydd;Arbetsmiljöingenjör inom Samhällsbyggnad;Avslag;MYH 2024/3096;Ja;5;Flera kommuner;Flera kommuner;300;Distans;75;Yrkeshögskoleexamen;5;Nej;Folkuniversitetet - Stiftelsen Kursverksamheten vid Uppsala universitetet;Privat;4;0;30;120;0;0;0;0;0;0
Säkerhetstjänster;851zy;Övriga utbildningar inom arbetsmiljö och arbetarskydd;Arbetsmiljöingenjör inriktning Hållbarhet;Avslag;MYH 2024/3633;Ja;3;Flera kommuner;Flera kommuner;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Newton Kompetensutveckling AB;Privat;3;0;20;60;0;0;0;0;0;0
Säkerhetstjänster;851zy;Övriga utbildningar inom arbetsmiljö och arbetarskydd;Arbetsmiljöspecialist;Avslag;MYH 2024/4239;Nej;1;Västra Götaland;Göteborg;400;Bunden;100;KvalificeradYrkeshögskoleexamen;6;Nej;Svenska Ledargruppen AB;Privat;3;0;35;105;0;0;0;0;0;0
Säkerhetstjänster;869za;Utbildningar till säkerhetstekniker;Kvalificerad säkerhetsingenjör;Avslag;MYH 2024/4048;Nej;1;Stockholm;Botkyrka;300;Bunden;100;Yrkeshögskoleexamen;5;Nej;Xenter Yrkeshögskola;Kommun;5;0;35;175;0;0;0;0;0;0
Säkerhetstjänster;869za;Utbildningar till säkerhetstekniker;Säkerhetstekniker inom industriproduktion;Avslag;MYH 2024/2956;Ja;2;Flera kommuner;Flera kommuner;400;Distans;100;Yrkeshögskoleexamen;5;Nej;Hermods AB Umeå;Privat;4;0;35;140;0;0;0;0;0;0
Säkerhetstjänster;869zt;Utbildningar inom säkerhetssamordning;Beredskaps- och Säkerhetssamordnare;Avslag;MYH 2024/4134;Nej;1;Västra Götaland;Göteborg;200;Distans;50;Yrkeshögskoleexamen;5;Nej;Svenska Ledargruppen AB;Privat;3;0;35;105;0;0;0;0;0;0
Säkerhetstjänster;869zt;Utbildningar inom säkerhetssamordning;Beredskapsspecialist - civil beredskap;Avslag;MYH 2024/3357;Ja;4;Flera kommuner;Flera kommuner;225;Distans;100;Yrkeshögskoleexamen;5;Nej;YH Akademin AB;Privat;3;0;25;75;0;0;0;0;0;0
Säkerhetstjänster;869zt;Utbildningar inom säkerhetssamordning;Informations- och cybersäkerhetssamordnare;Avslag;MYH 2024/4135;Nej;1;Stockholm;Stockholm;200;Distans;100;Yrkeshögskoleexamen;5;Nej;Företagsuniversitetet AB;Privat;3;0;35;105;0;0;0;0;0;0
Säkerhetstjänster;869zt;Utbildningar inom säkerhetssamordning;Informationssäkerhetssamordnare;Avslag;MYH 2024/3301;Ja;3;Flera kommuner;Flera kommuner;400;Distans;100;Yrkeshögskoleexamen;5;Nej;IHM Business School AB Stockholm;Privat;2;0;35;70;0;0;0;0;0;0
Säkerhetstjänster;869zt;Utbildningar inom säkerhetssamordning;Informationssäkerhetssamordnare;Avslag;MYH 2024/3979;Nej;1;Stockholm;Botkyrka;230;Distans;75;Yrkeshögskoleexamen;5;Nej;Xenter Yrkeshögskola;Kommun;3;0;35;105;0;0;0;0;0;0
Säkerhetstjänster;869zt;Utbildningar inom säkerhetssamordning;Informationssäkerhetsspecialist;Beviljad;MYH 2024/3462;Nej;1;Västernorrland;Sundsvall;200;Distans;75;Yrkeshögskoleexamen;5;Nej;Sundsvalls kommun, Vuxenutbildningen;Kommun;5;3;30;150;30;30;30;0;0;90
Säkerhetstjänster;869zt;Utbildningar inom säkerhetssamordning;OT-säkerhetsingenjör;Beviljad;MYH 2024/3850;Nej;1;Stockholm;Solna;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Nackademin AB;Privat;3;3;35;105;35;35;35;0;0;105
Säkerhetstjänster;869zt;Utbildningar inom säkerhetssamordning;OT-säkerhetsingenjör;Avslag;MYH 2024/3842;Nej;1;Västernorrland;Sundsvall;400;Distans;100;Yrkeshögskoleexamen;5;Nej;Nackademin AB;Privat;3;0;35;105;0;0;0;0;0;0
Säkerhetstjänster;869zt;Utbildningar inom säkerhetssamordning;Säkerhets- och beredskapssamordnare;Beviljad;MYH 2024/4136;Nej;1;Stockholm;Stockholm;300;Bunden;100;Yrkeshögskoleexamen;5;Nej;Företagsuniversitetet AB;Privat;3;3;35;105;35;35;35;0;0;105
Säkerhetstjänster;869zt;Utbildningar inom säkerhetssamordning;Säkerhets- och beredskapssamordnare;Avslag;MYH 2024/3414;Nej;1;Värmland;Karlstad;300;Distans;100;Yrkeshögskoleexamen;5;Nej;Karlstads kommun, Yrkeshögskolan;Kommun;4;0;20;80;0;0;0;0;0;0
Säkerhetstjänster;869zt;Utbildningar inom säkerhetssamordning;Säkerhets- och beredskapssamordnare;Avslag;MYH 2024/3443;Nej;1;Skåne;Helsingborg;400;Distans;100;Yrkeshögskoleexamen;5;Nej;TUC Sweden AB - Yrkeshögskola;Privat;3;0;27;81;0;0;0;0;0;0
Säkerhetstjänster;869zt;Utbildningar inom säkerhetssamordning;Säkerhets- och beredskapssamordnare;Avslag;MYH 2024/3444;Ja;2;Flera kommuner;Flera kommuner;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;TUC Sweden AB - Yrkeshögskola;Privat;3;0;30;90;0;0;0;0;0;0
Säkerhetstjänster;869zt;Utbildningar inom säkerhetssamordning;Säkerhetssamordnare;Avslag;MYH 2024/4218;Ja;3;Flera kommuner;Flera kommuner;340;Distans;100;Yrkeshögskoleexamen;5;Nej;John Ericsson Institutet;Privat;3;0;28;84;0;0;0;0;0;0
Teknik och tillverkning;520xy;Övriga utbildningar inom teknik och teknisk industri;Välfärdstekniker;Avslag;MYH 2024/3944;Nej;1;Blekinge;Karlshamn;210;Bunden;100;Yrkeshögskoleexamen;5;Nej;Plushögskolan AB - Teknikhögskolan;Privat;2;0;20;40;0;0;0;0;0;0
Teknik och tillverkning;521ca;Utbildningar till CNC-tekniker;CNC- och robottekniker;Beviljad;MYH 2024/3078;Nej;1;Skåne;Lund;425;Bunden;100;Yrkeshögskoleexamen;5;Nej;Hermods AB Lund;Privat;4;3;35;140;22;22;22;0;0;66
Teknik och tillverkning;521ca;Utbildningar till CNC-tekniker;CNC- och robottekniker;Avslag;MYH 2024/3079;Nej;1;Gävleborg;Hudiksvall;425;Bunden;100;Yrkeshögskoleexamen;5;Nej;Hermods AB Hudiksvall;Privat;4;0;35;140;0;0;0;0;0;0
Teknik och tillverkning;521ca;Utbildningar till CNC-tekniker;CNC-teknik – Automation och Digitalisering;Avslag;MYH 2024/3997;Nej;1;Jönköping;Jönköping;300;Bunden;100;Yrkeshögskoleexamen;5;Nej;Tekniska Högskolan i Jönköping AB;Privat;3;0;15;45;0;0;0;0;0;0
Teknik och tillverkning;521ca;Utbildningar till CNC-tekniker;CNC-tekniker med AI-kompetens;Avslag;MYH 2024/4246;Ja;2;Flera kommuner;Flera kommuner;350;Distans;100;Yrkeshögskoleexamen;5;Nej;Ai Högskolan Sverige AB;Privat;3;0;25;75;0;0;0;0;0;0
Teknik och tillverkning;521ca;Utbildningar till CNC-tekniker;Kvalificerad CNC-operatör;Avslag;MYH 2024/3584;Ja;4;Flera kommuner;Flera kommuner;125;Distans;100;Ingen;;Nej;Lernia Utbildning AB;Privat;5;0;20;100;0;0;0;0;0;0
Teknik och tillverkning;521ca;Utbildningar till CNC-tekniker;Produktionstekniker - CNC/3D;Beviljad;MYH 2024/3817;Nej;1;Gävleborg;Sandviken;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Sandvikens kommun, Yrkeshögskolan;Kommun;3;3;15;45;15;15;15;0;0;45
Teknik och tillverkning;521ca;Utbildningar till CNC-tekniker;Robot- och CNC-tekniker;Beviljad;MYH 2024/3965;Nej;1;Dalarna;Mora;200;Bunden;100;Yrkeshögskoleexamen;5;Nej;Mora kommun;Kommun;3;3;12;36;12;12;12;0;0;36
Teknik och tillverkning;521cb;Utbildningar till yrkessvetsare;Certifierad svetsare med kvalificerad kompetens;Beviljad;MYH 2024/3508;Nej;1;Skåne;Osby;200;Bunden;100;Yrkeshögskoleexamen;5;Nej;Osby kommun - Osby Lärcenter/Vuxenutbildningen och Ekbackeskolan;Kommun;5;2;12;60;12;12;0;0;0;24
Teknik och tillverkning;521cb;Utbildningar till yrkessvetsare;Industrirörtekniker;Avslag;MYH 2024/3412;Nej;1;Värmland;Karlstad;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Karlstads kommun, Yrkeshögskolan;Kommun;5;0;18;90;0;0;0;0;0;0
Teknik och tillverkning;521cc;Utbildningar till svetsspecialist;Svetskoordinator, internationell svetsspecialist;Avslag;MYH 2024/3891;Nej;1;Västra Götaland;Trollhättan;240;Distans;100;Yrkeshögskoleexamen;5;Nej;Kunskapscompaniet Ankaret AB;Privat;3;0;20;60;0;0;0;0;0;0
Teknik och tillverkning;521cd;Utbildningar till CAD-tekniker/konstruktör;3D CAD-konstruktör;Beviljad;MYH 2024/3544;Nej;1;Gävleborg;Hudiksvall;415;Distans;100;Yrkeshögskoleexamen;5;Nej;Edugrade AB;Privat;5;3;32;160;32;32;32;0;0;96
Teknik och tillverkning;521cd;Utbildningar till CAD-tekniker/konstruktör;CAD-konstruktör;Avslag;MYH 2024/3076;Nej;1;Västmanland;Västerås;400;Distans;100;Yrkeshögskoleexamen;5;Nej;JENSEN Education School AB;Privat;3;0;30;90;0;0;0;0;0;0
Teknik och tillverkning;521cd;Utbildningar till CAD-tekniker/konstruktör;CAD-konstruktör;Avslag;MYH 2024/3080;Nej;1;Västra Götaland;Göteborg;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;JENSEN Education School AB;Privat;3;0;30;90;0;0;0;0;0;0
Teknik och tillverkning;521cd;Utbildningar till CAD-tekniker/konstruktör;CAD-konstruktör;Avslag;MYH 2024/3081;Nej;1;Skåne;Malmö;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;JENSEN Education School AB;Privat;3;0;30;90;0;0;0;0;0;0
Teknik och tillverkning;521cd;Utbildningar till CAD-tekniker/konstruktör;CAD-konstruktör;Avslag;MYH 2024/3082;Nej;1;Stockholm;Stockholm;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;JENSEN Education School AB;Privat;3;0;30;90;0;0;0;0;0;0
Teknik och tillverkning;521cd;Utbildningar till CAD-tekniker/konstruktör;CAD-konstruktör - Mechanical Designer;Beviljad;MYH 2024/4221;Nej;1;Västra Götaland;Göteborg;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Göteborgs Stad, Yrgo;Kommun;5;3;30;150;30;30;30;0;0;90
Teknik och tillverkning;521cd;Utbildningar till CAD-tekniker/konstruktör;CAD-konstruktör industriell design;Avslag;MYH 2024/3662;Ja;4;Flera kommuner;Flera kommuner;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;KYH AB;Privat;5;0;32;160;0;0;0;0;0;0
Teknik och tillverkning;521cd;Utbildningar till CAD-tekniker/konstruktör;CAD-konstruktör inom mekanik;Beviljad;MYH 2024/3841;Nej;1;Jönköping;Jönköping;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;TUC Sweden AB - Yrkeshögskola;Privat;3;3;25;75;25;25;25;0;0;75
Teknik och tillverkning;521cd;Utbildningar till CAD-tekniker/konstruktör;CAD-konstruktör inom mekanik;Avslag;MYH 2024/3406;Nej;1;Västernorrland;Örnsköldsvik;435;Distans;100;Yrkeshögskoleexamen;5;Nej;Plushögskolan AB - Teknikhögskolan;Privat;5;0;30;150;0;0;0;0;0;0
Teknik och tillverkning;521cd;Utbildningar till CAD-tekniker/konstruktör;CAD-konstruktör inom mekanik;Avslag;MYH 2024/3865;Nej;1;Skåne;Helsingborg;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;TUC Sweden AB - Yrkeshögskola;Privat;3;0;20;60;0;0;0;0;0;0
Teknik och tillverkning;521cd;Utbildningar till CAD-tekniker/konstruktör;Electromobility Design Engineer;Avslag;MYH 2024/4226;Nej;1;Västra Götaland;Göteborg;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Göteborgs Stad, Yrgo;Kommun;5;0;20;100;0;0;0;0;0;0
Teknik och tillverkning;521cd;Utbildningar till CAD-tekniker/konstruktör;Mekanikdesigner;Avslag;MYH 2024/3275;Nej;1;Jönköping;Jönköping;400;Distans;100;Yrkeshögskoleexamen;5;Nej;Kunskapsgruppen Yrkeshögskola Sverige AB;Privat;3;0;30;90;0;0;0;0;0;0
Teknik och tillverkning;521cd;Utbildningar till CAD-tekniker/konstruktör;Mekanikkonstruktör;Avslag;MYH 2024/2982;Ja;2;Flera kommuner;Flera kommuner;400;Distans;100;Yrkeshögskoleexamen;5;Nej;Hermods AB Karlskrona;Privat;4;0;35;140;0;0;0;0;0;0
Teknik och tillverkning;521cd;Utbildningar till CAD-tekniker/konstruktör;Mekanikkonstruktör;Avslag;MYH 2024/2983;Ja;2;Flera kommuner;Flera kommuner;400;Distans;100;Yrkeshögskoleexamen;5;Nej;Hermods AB Östersund;Privat;4;0;35;140;0;0;0;0;0;0
Teknik och tillverkning;521cd;Utbildningar till CAD-tekniker/konstruktör;Surface Designer;Avslag;MYH 2024/3939;Nej;1;Västra Götaland;Göteborg;415;Bunden;100;Yrkeshögskoleexamen;5;Nej;Göteborgs Stad, Yrgo;Kommun;5;0;16;80;0;0;0;0;0;0
Teknik och tillverkning;521ce;Utbildningar till produktionstekniker;Batteriingenjör;Avslag;MYH 2024/4088;Ja;4;Flera kommuner;Flera kommuner;400;Distans;100;Yrkeshögskoleexamen;5;Nej;John Ericsson Institutet;Privat;3;0;35;105;0;0;0;0;0;0
Teknik och tillverkning;521ce;Utbildningar till produktionstekniker;Batteritekniker;Avslag;MYH 2024/4001;Ja;3;Flera kommuner;Flera kommuner;400;Distans;100;Yrkeshögskoleexamen;5;Nej;Movant AB;Privat;5;0;35;175;0;0;0;0;0;0
Teknik och tillverkning;521ce;Utbildningar till produktionstekniker;Digital produktionsutvecklare;Avslag;MYH 2024/3602;Ja;2;Flera kommuner;Flera kommuner;300;Distans;100;Yrkeshögskoleexamen;5;Nej;Lernia Utbildning AB;Privat;3;0;20;60;0;0;0;0;0;0
Teknik och tillverkning;521ce;Utbildningar till produktionstekniker;Förpackningstekniker;Avslag;MYH 2024/4045;Nej;1;Skåne;Helsingborg;400;Bunden;100;Yrkeshögskoleexamen;5;Nej;Prepress & Print Developing PPD;Privat;3;0;20;60;0;0;0;0;0;0
